gene_id,id,astrocytes_1,astrocytes_2,endothelial_1,endothelial_2,microglia_macrophage_1,microglia_macrophage_2,myelinating_oligodendrocyte_1,myelinating_oligodendrocyte_2,neurons_1,neurons_2,newly_formed_oligodendrocyte_1,newly_formed_oligodendrocyte_2,opc_1,opc_2
"0610005C13Rik - Mus musculus",1918911,0.201916,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"0610007C21Rik - Mus musculus",1918918,47.817086,41.965434,59.616404,67.505813,76.007924,102.282142,55.130431,52.88176,33.617964,34.753022,47.260538,68.711317,57.766349,84.67626
"0610007L01Rik - Mus musculus",1918917,10.150859,11.879219,13.977514,13.065233,20.382338,16.542499,4.985148,7.293802,11.736483,12.320971,10.89421,17.222519,12.359584,14.212313
"0610007P08Rik - Mus musculus",1923501,7.892781,6.395439,4.509166,4.877362,0.518931,0.374869,2.469793,3.25741,1.268117,2.772699,8.072176,3.976475,6.023767,2.930384
"0610007P14Rik - Mus musculus",1915571,49.909998,47.961335,9.821941,11.316971,8.738046,12.084562,61.50594,67.063272,25.121255,23.619709,63.908388,72.585439,44.124845,64.825934
"0610007P22Rik - Mus musculus",1915577,8.177998,8.284716,5.769616,6.36389,6.874183,6.552887,8.534291,9.151196,12.693591,13.839052,7.714618,12.477969,7.044726,11.753315
"0610008F07Rik - Mus musculus",1915564,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"0610009B14Rik - Mus musculus",1915604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"0610009B22Rik - Mus musculus",1913300,9.601983,8.581854,10.912308,13.155863,1.883624,3.331247,15.195024,13.837212,9.40276,9.335509,14.1681,13.51963,12.731388,11.627302
"0610009D07Rik - Mus musculus",1913305,18.907149,18.772386,28.807882,35.319605,13.041653,13.151086,29.428636,30.612958,24.947276,23.617726,34.430689,45.021381,30.774489,46.770038
"0610009L18Rik - Mus musculus",1914088,1.676699,2.046722,0.934722,1.507942,1.261062,0.929117,0.579283,3.188922,1.369173,2.015839,2.819311,4.249159,4.210721,5.775796
"0610009O20Rik - Mus musculus",1914089,16.887057,16.153458,17.262511,18.401284,22.499759,30.624672,11.047811,12.421246,10.222068,9.896598,12.817733,16.73803,18.055663,25.896245
"0610010B08Rik - Mus musculus",3782813,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"0610010F05Rik - Mus musculus",1918925,5.394191,4.868813,5.497821,6.235729,0.812323,0.449832,3.630108,4.241063,10.488287,15.210373,8.871198,3.954725,6.892316,2.947332
"0610010K14Rik - Mus musculus",1915609,9.869824,12.093317,45.451279,47.793967,47.806279,53.733523,13.125298,16.379618,21.678536,20.256987,13.06986,18.798011,23.184525,29.27518
"0610010O12Rik - Mus musculus",1913310,13.005087,14.463941,2.24047,2.779503,2.765279,1.982023,24.254657,22.218651,20.14547,19.792239,11.645467,12.428512,8.3414,15.79261
"0610011F06Rik - Mus musculus",1915597,4.672537,5.914405,8.392485,10.963062,3.770181,5.176932,8.2266,7.343448,8.628014,9.493469,5.990677,7.297216,10.736339,14.875623
"0610011L14Rik - Mus musculus",1915545,6.577999,6.573618,7.583892,7.81893,5.981533,8.354784,6.622599,6.663461,6.333783,6.195483,7.844175,11.751391,5.829075,10.148047
"0610012G03Rik - Mus musculus",1913301,8.221129,7.600658,16.408231,18.65722,22.36563,22.953444,14.635073,15.6096,13.67541,14.230347,11.775651,17.888803,11.907411,22.912414
"0610012H03Rik - Mus musculus",1921338,0.1,0.116504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10656,0.109345,0.420668,0.223597
"0610030E20Rik - Mus musculus",1915614,5.486161,5.185661,1.182976,1.489335,2.654072,2.031178,0.971391,1.06421,3.32842,2.9405,3.231712,2.133457,4.461462,2.623977
"0610031J06Rik - Mus musculus",1913318,29.481703,24.02083,80.047681,80.6732,117.554374,163.873461,30.638512,29.234595,10.158489,10.094607,19.887847,28.56815,28.422671,39.593151
"0610037L13Rik - Mus musculus",1921348,21.144663,17.454258,20.017758,23.880654,13.565718,12.611867,8.041373,9.728759,7.811558,11.102675,10.848612,12.978261,16.487107,21.436609
"0610037P05Rik - Mus musculus",1913336,16.166767,16.786012,19.699131,23.269192,9.210326,8.33198,21.085239,21.51021,20.384682,20.623748,24.231567,29.490022,26.36555,33.418019
"0610038B21Rik - Mus musculus",1917595,0.1,0.1,0.1,0.142732,0.1,0.1,0.1,0.1,0.149279,0.15598,0.1,0.1,0.24586,0.1
"0610039K10Rik - Mus musculus",1915636,0.210544,0.136369,0.396795,0.760559,0.449098,0.399561,0.1,0.104921,0.506033,0.104651,0.131617,0.139732,0.198547,0.162713
"0610040B10Rik - Mus musculus",1914922,1.712985,1.455312,2.938427,2.784233,0.794457,0.628127,2.955016,3.15035,1.836731,1.233121,2.898408,3.825241,2.290909,3.708619
"0610040F04Rik - Mus musculus",1922644,0.154061,0.186195,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.318487
"0610040J01Rik - Mus musculus",1923511,16.470763,11.427297,0.1,0.15775,41.666564,51.198404,3.952933,4.929304,0.692181,2.006521,6.081564,7.800199,28.475773,38.606787
"0610043K17Rik - Mus musculus",1915650,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.120117,0.1,0.1,0.1,0.1,0.1
"0910001L09Rik - Mus musculus",1913346,13.203273,11.467071,22.959242,28.374807,37.236048,72.288641,32.279096,32.335286,21.128909,21.341241,26.364696,36.081433,24.369281,31.019557
"1100001G20Rik - Mus musculus",1913357,0.1,0.1,0.1,0.1,0.377272,1.004805,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1110001A16Rik - Mus musculus",1915804,2.715044,2.49679,9.629345,10.649901,8.240535,9.65827,3.495541,3.484246,4.33403,5.100341,4.880996,4.232625,5.210264,6.416237
"1110002B05Rik - Mus musculus",1913399,24.269883,34.433669,109.529043,125.493446,22.177661,17.665423,63.315121,53.187045,24.996682,22.216325,65.35683,45.889884,59.324902,47.873206
"1110002L01Rik - Mus musculus",1915821,0.609311,0.509292,0.212747,0.199154,0.25529,0.233595,0.414788,0.438608,1.27436,1.490991,1.027453,0.993366,0.912973,0.859785
"1110002N22Rik - Mus musculus",1915800,2.921619,2.370831,1.857205,2.074916,2.090085,2.206049,0.894742,0.752145,1.364571,1.076918,1.057032,0.867324,1.497272,1.366489
"1110003E01Rik - Mus musculus",1915802,11.639611,13.282941,29.690767,30.368273,22.115997,25.892354,44.756223,41.782676,31.934304,28.174302,32.316018,34.949008,25.842023,31.941023
"1110004E09Rik - Mus musculus",1915251,5.240518,6.441803,11.27273,12.061856,2.176421,3.315047,4.327655,4.772404,10.099378,8.991505,7.478131,6.929626,9.885071,14.6774
"1110004F10Rik - Mus musculus",1929274,22.095282,23.676137,32.124542,38.285341,12.232995,12.724844,21.853509,25.525267,46.630331,49.793378,42.362115,41.724797,36.363165,48.024456
"1110005A03Rik - Mus musculus",3652004,5.401098,4.400593,5.733474,6.177168,4.713077,4.458529,6.682568,6.501137,5.025685,4.947554,6.335057,7.389934,6.12652,8.397399
"1110006O24Rik - Mus musculus",1913373,1.179564,0.775694,0.706655,0.496714,0.202673,0.716438,0.698982,1.14394,0.226779,0.227016,1.218875,0.981994,0.679031,0.56935
"1110007C09Rik - Mus musculus",1915730,7.017891,6.813118,29.410746,33.030555,101.673771,101.59109,85.614096,86.744429,8.424004,9.818803,45.806503,56.631943,6.067635,6.021449
"1110008F13Rik - Mus musculus",1914638,48.138306,39.781329,47.444257,60.373159,47.162264,55.990833,36.604138,41.090692,36.326518,34.036235,33.94409,45.27365,37.121014,50.664168
"1110008J03Rik - Mus musculus",1922021,7.516663,5.484692,2.927175,3.852377,2.146875,3.193134,3.274558,3.371462,8.093321,7.861037,4.208697,6.494567,5.753555,8.993805
"1110008L16Rik - Mus musculus",1913382,3.029104,2.554417,4.298376,4.835993,1.066754,0.583495,0.724181,1.102666,1.166235,1.917809,2.022813,2.480317,2.119782,2.187124
"1110008P14Rik - Mus musculus",1920987,6.904077,6.474548,9.813838,10.944394,7.515904,12.131934,23.537019,28.888986,22.056706,18.451111,14.695717,18.478017,9.521979,16.638343
"1110012D08Rik - Mus musculus",1921077,33.441388,25.751118,20.701701,21.081405,10.789777,12.876424,9.232509,9.686656,3.391608,4.609338,12.318647,13.119057,14.79616,16.434608
"1110012J17Rik - Mus musculus",1915867,3.374422,2.453276,3.721992,3.211845,0.14657,0.207536,0.48362,0.905794,12.062777,22.069763,1.623202,2.231344,6.069317,6.656559
"1110012L19Rik - Mus musculus",1915868,4.334705,5.236097,10.182459,12.297608,2.254349,3.267584,7.30895,5.113638,4.942077,6.391598,5.943397,5.841612,5.210625,7.288515
"1110014N23Rik - Mus musculus",1915755,14.659933,14.414187,10.107493,10.528556,17.875491,27.012443,8.803285,10.953803,18.121855,18.465365,10.319855,15.192914,13.361787,18.797348
"1110017D15Rik - Mus musculus",1920971,0.71859,2.55451,0.536612,0.352937,0.376571,1.032692,0.251017,0.243329,1.386213,1.096595,0.163294,0.451117,0.647889,0.647225
"1110017F19Rik - Mus musculus",1915778,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.156334,0.1,0.1,0.1
"1110018G07Rik - Mus musculus",1915747,15.268564,15.006878,5.607716,5.176151,9.187907,7.525483,11.410021,14.289806,13.501131,13.197238,20.01187,17.697115,18.571675,19.270852
"1110018J18Rik - Mus musculus",1913379,3.103967,3.983597,24.790139,26.670463,5.525404,4.06852,4.395386,4.153276,1.44203,1.18765,9.133718,6.969807,8.770477,8.252632
"1110020A21Rik - Mus musculus",1915781,0.835603,0.56479,1.723263,1.402674,0.140081,0.1,0.297561,1.158144,0.70925,0.88083,0.406995,0.414169,0.730452,1.170366
"1110020G09Rik - Mus musculus",1915896,28.545847,29.199979,4.830526,4.981657,2.342393,1.187622,2.979975,4.473024,6.202257,6.493825,6.337116,3.755766,12.276992,7.47888
"1110021J02Rik - Mus musculus",1915847,5.686416,5.409016,5.466292,4.891144,2.448074,2.307126,4.408757,5.246026,6.406666,7.758414,7.083247,6.8046,7.840829,6.318446
"1110021L09Rik - Mus musculus",1923556,11.344793,12.489639,2.349425,2.520701,1.703367,1.707709,0.400705,0.352298,5.381934,4.565261,2.644349,3.081372,10.74849,10.355221
"1110028C15Rik - Mus musculus",1915941,5.628478,6.14051,6.339232,5.975785,2.672894,1.883249,0.375582,0.630978,3.075579,3.210451,2.087602,1.042682,5.273363,2.558814
"1110031I02Rik - Mus musculus",1913429,6.429637,7.021411,8.183495,7.974856,4.559096,5.675827,6.419472,6.994865,4.698133,4.321656,4.858944,6.92532,6.990813,10.763867
"1110032A03Rik - Mus musculus",1915971,3.188247,3.12835,5.215008,5.456839,4.777738,3.397861,16.611821,13.488468,3.398579,3.444986,7.94122,8.824782,4.557001,6.185851
"1110032A04Rik - Mus musculus",1913433,0.361785,0.345579,0.1,0.1,0.115937,0.1,0.1,0.109635,0.442569,0.120862,0.1,0.1,0.1,0.100817
"1110032F04Rik - Mus musculus",1915975,2.570061,4.650998,0.1,0.1,0.117882,0.1,0.1,0.340072,1.046461,0.929805,0.512932,0.312082,2.323234,2.138807
"1110034A24Rik - Mus musculus",1923566,2.261123,2.358281,1.590523,1.930439,1.541918,0.899377,2.16835,1.491664,3.357555,3.947835,1.932202,2.777617,2.793128,3.939013
"1110034B05Rik - Mus musculus",1915986,8.966762,7.111772,3.171173,4.126706,1.120225,0.396262,1.995084,2.619832,5.387008,6.31006,5.240712,2.808044,9.440402,7.287409
"1110034G24Rik - Mus musculus",1920997,5.973144,4.463994,29.439114,31.684519,3.566698,5.964874,1.853627,2.672492,2.888827,2.958744,2.712374,3.309923,4.717459,5.917666
"1110036E04Rik - Mus musculus",1915947,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1110037F02Rik - Mus musculus",1913435,7.468737,6.666619,10.911944,10.480658,2.63944,1.60078,1.018113,1.255756,3.918233,5.478394,4.318718,3.879175,6.626616,5.404057
"1110038B12Rik - Mus musculus",1916013,5.760288,6.915472,10.766955,16.181012,8.345453,5.272678,1.017633,3.200555,6.867912,9.137931,6.387094,11.262555,4.243181,11.011377
"1110038D17Rik - Mus musculus",1916028,7.11533,5.840003,4.886454,5.386529,6.062072,6.419554,2.336391,2.944853,3.52363,2.894215,3.144438,3.498108,3.504952,4.16982
"1110038F14Rik - Mus musculus",2152337,14.707613,12.537952,12.820757,14.94344,7.094593,6.729038,7.021847,6.711552,6.984928,7.598368,9.947406,11.159947,14.237043,20.969043
"1110046J04Rik - Mus musculus",1916058,0.1,0.1,0.1,0.233328,0.1,0.16495,0.572274,1.686283,0.309575,0.638212,0.335416,1.215897,0.1,0.580494
"1110049F12Rik - Mus musculus",1913443,9.508014,8.943427,11.976281,13.43155,22.453631,28.524514,35.327575,34.473145,24.901937,23.490429,18.360566,27.140646,19.243069,29.785177
"1110051M20Rik - Mus musculus",1915079,7.572736,9.247813,5.112496,5.138178,4.046703,4.679749,13.243758,13.510026,17.683539,20.133358,12.649305,16.93813,14.581141,21.242899
"1110054M08Rik - Mus musculus",1916091,7.138232,5.218495,3.608165,3.809279,1.98536,2.597487,0.294969,0.529727,1.398539,1.143719,0.610167,0.58682,3.598247,2.822252
"1110054O05Rik - Mus musculus",1913459,1.996163,1.98454,1.442495,1.595402,4.213938,2.988708,1.919884,2.679939,2.794512,2.547913,3.644595,4.642564,4.093913,5.010657
"1110057K04Rik - Mus musculus",1916082,11.446923,10.552115,6.687193,6.526046,13.083641,9.81103,43.510065,42.618287,6.636699,11.566873,34.565121,36.3771,17.742157,24.756826
"1110058L19Rik - Mus musculus",1915252,6.703452,7.396118,13.671309,16.732678,5.786236,7.423174,9.924396,9.719207,14.420046,12.129177,11.203876,13.87368,12.629709,16.655437
"1110059E24Rik - Mus musculus",3779914,11.568885,7.07927,14.134519,16.585635,2.753513,3.148876,3.62828,4.361011,6.024311,5.756373,7.075394,3.505595,10.352918,9.053527
"1110059G10Rik - Mus musculus",1913452,1.525035,1.858936,3.609206,4.074459,0.752925,0.849562,1.350671,1.202053,2.097051,1.922342,1.597473,1.032662,2.98908,2.19713
"1110059M19Rik - Mus musculus",1916050,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1110065P20Rik - Mus musculus",1916170,18.28229,16.846814,21.330416,27.983561,10.028453,17.543514,44.834484,45.433287,28.308408,28.701689,24.148921,36.653555,20.336538,35.161526
"1110067D22Rik - Mus musculus",1916114,20.77786,23.805942,6.758646,7.29263,0.886798,0.675938,0.680814,1.842161,14.186632,16.885724,7.424664,5.177217,30.981073,22.795394
"1190002F15Rik - Mus musculus",1915081,0.1,0.158524,0.161537,0.251625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.501981,0.684862
"1190002H23Rik - Mus musculus",1913464,76.908781,69.90535,70.994093,75.569454,3.330742,2.374035,1.259286,4.577672,3.815831,6.698139,22.174805,26.989455,83.236998,109.796644
"1190002N15Rik - Mus musculus",1916111,3.752131,5.950422,2.462977,2.338417,1.389347,1.140242,4.500952,5.128989,18.714219,21.290405,17.186699,7.495356,10.981524,8.731269
"1190003J15Rik - Mus musculus",1916142,0.235339,0.140531,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1190003K10Rik - Mus musculus",1916130,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1190005F20Rik - Mus musculus",1916185,8.085623,5.805615,2.753083,2.862699,2.686206,2.884584,1.225099,1.229485,2.741107,3.28465,3.367083,2.459993,5.573576,5.503842
"1190005I06Rik - Mus musculus",1916168,3.745563,2.860124,0.343482,0.347198,0.943491,1.736281,3.963593,3.437154,2.182432,3.059889,1.207108,1.876647,1.359196,0.756047
"1190007F08Rik - Mus musculus",1916109,0.537573,0.4718,0.197112,0.471338,4.493326,5.606369,22.742854,18.719927,1.486993,1.986876,8.760208,8.294066,1.853763,2.115158
"1190007I07Rik - Mus musculus",3698433,0.830513,1.114787,3.093304,2.977377,1.228663,1.868238,0.774222,0.845918,1.638989,0.536756,0.628682,0.375242,1.785819,1.084018
"1200009I06Rik - Mus musculus",1921363,0.589419,0.450952,2.135561,2.793905,0.416657,0.598391,0.1,0.1,0.1,0.1,0.1,0.1,0.178902,0.183316
"1200011I18Rik - Mus musculus",1914717,2.495236,2.870385,5.970795,5.201917,1.993004,1.565002,1.468602,2.001169,5.361634,6.365732,3.774914,2.542491,3.828069,3.1499
"1200011M11Rik - Mus musculus",1921383,5.221785,4.881462,3.488119,3.195534,5.488037,4.220569,1.390074,2.489602,4.637241,5.965243,2.669972,5.709242,3.939694,8.068052
"1200014J11Rik - Mus musculus",1914124,4.549633,4.026199,5.785571,5.899558,6.249054,5.298845,1.011779,1.234063,2.478553,3.919416,2.621801,2.410564,4.69258,4.211835
"1200016B10Rik - Mus musculus",1914125,4.458396,3.887562,5.325221,5.551905,0.85833,0.681592,0.821827,0.758615,1.030145,1.494979,2.737549,1.22661,3.180204,2.210192
"1300001I01Rik - Mus musculus",1921398,25.465608,19.214959,3.587036,3.621955,11.889606,11.090639,3.042479,3.773976,9.649521,9.275605,5.091923,6.440678,7.570134,9.116665
"1300002E11Rik - Mus musculus",1919001,5.845441,5.972212,4.613184,6.363391,0.455551,1.077174,2.844665,3.107765,3.586507,2.478942,4.303988,1.870069,6.498962,3.342781
"1300002K09Rik - Mus musculus",1921402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.106469,0.1,0.1,0.1
"1300010F03Rik - Mus musculus",1919008,16.93191,14.201723,7.263579,7.331748,2.235779,1.46338,1.85124,2.792981,1.76913,4.185653,5.130562,5.317405,7.663141,7.218796
"1300014I06Rik - Mus musculus",1914145,2.26537,3.67198,15.170036,15.58004,11.899668,6.292084,1.578377,1.906956,1.991574,2.973646,18.220131,33.821738,26.622316,40.672786
"1300015D01Rik - Mus musculus",1921411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1300017J02Rik - Mus musculus",1919025,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.150958,0.308217,0.150215,0.1
"1300018I17Rik - Mus musculus",1914143,9.919617,9.53007,3.95302,3.749628,18.225812,21.204659,5.238215,7.146722,15.592234,14.878548,6.780159,10.828862,12.505747,13.706581
"1300018J18Rik - Mus musculus",1919007,8.294589,8.031043,9.028404,10.274156,7.217268,10.414943,10.51139,11.358833,6.727509,6.625613,10.755087,13.335425,8.551795,12.116112
"1500001M20Rik - Mus musculus",1916221,2.00104,3.270136,4.879687,5.496203,2.999205,2.360147,1.236083,1.583724,3.536873,4.850358,1.740914,2.456843,3.307175,5.041942
"1500002O10Rik - Mus musculus",1916236,1.692337,2.502214,0.1,0.256592,0.1,0.1,0.1,0.1,0.145842,0.1,0.1,0.1,0.1,0.1
"1500002O20Rik - Mus musculus",1919247,9.169885,8.999782,8.535095,8.88035,23.852179,27.271576,9.158356,9.362687,10.020734,11.34481,8.385924,10.166466,9.233305,12.575942
"1500003O03Rik - Mus musculus",1927185,17.405135,18.108619,29.513742,27.82976,13.524451,14.267807,18.809138,19.947207,20.892795,21.96133,20.233336,23.238258,20.19649,24.424959
"1500004A13Rik - Mus musculus",2442808,0.844103,1.065012,0.1,0.1,0.1,0.1,0.478531,0.46047,1.017215,1.084592,0.686634,0.527651,0.896355,0.821135
"1500009C09Rik - Mus musculus",1923755,23.882128,27.034424,0.70686,0.562889,1.728327,3.962917,5.53361,7.394588,13.062476,12.358331,8.584647,16.253131,25.96563,36.957144
"1500009L16Rik - Mus musculus",1917034,1.51261,2.537554,0.780056,0.968183,0.310343,0.524629,0.70464,1.153592,30.001682,29.55351,0.816156,1.648279,4.773272,7.106815
"1500010J02Rik - Mus musculus",1916214,8.583076,10.098945,4.355835,4.030874,20.527069,27.732384,3.054766,3.482818,13.272648,12.68967,4.430576,5.139245,10.765281,12.623634
"1500011B03Rik - Mus musculus",2447819,3.813853,6.359194,11.319633,5.223781,1.359485,4.78422,30.867923,10.747357,27.438319,23.077074,16.962258,18.421496,1.768445,9.019191
"1500011H22Rik - Mus musculus",1916198,8.267076,10.869152,12.379853,17.225365,2.106947,3.856547,8.143491,7.822333,21.938276,23.272803,10.50891,12.508277,17.236617,23.837319
"1500011K16Rik - Mus musculus",1915135,1.029575,2.580063,0.1,0.1,0.1,2.42981,3.959368,0.1,0.796671,0.76354,0.1,2.546344,0.1,0.123724
"1500012F01Rik - Mus musculus",1916199,18.413516,17.287082,54.648562,64.671136,26.4277,19.699158,23.116874,21.645654,58.401113,69.346105,17.542526,22.86612,24.873028,24.101182
"1500015A07Rik - Mus musculus",1916232,2.869728,2.628318,1.389074,1.747304,3.785055,2.741618,4.262602,4.591658,6.702286,5.375232,3.098154,4.398434,3.913222,5.551115
"1500015O10Rik - Mus musculus",1926146,0.279094,0.115251,0.416548,0.75837,0.1,0.1,0.1,0.1,0.305289,0.1,0.1,0.1,0.113933,0.1
"1500016L03Rik - Mus musculus",1925615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.520823,25.05888,0.1,0.1,0.1,0.1
"1500017E21Rik - Mus musculus",1919243,0.296598,0.649276,0.1,0.1,0.1,0.1,0.1,0.1,0.205011,0.148886,0.1,0.1,0.1,0.1
"1500031L02Rik - Mus musculus",1914244,5.163551,5.572569,4.987693,5.926543,1.159209,1.048677,2.478736,3.192055,6.780183,10.162397,3.781829,5.129767,7.859236,10.612458
"1500032L24Rik - Mus musculus",1916279,42.808159,38.987926,84.033101,100.895022,57.754874,79.793016,127.613778,131.47118,60.076051,60.223877,87.39015,130.817021,68.099922,98.233088
"1520402A15Rik - Mus musculus",1915325,6.163495,5.873148,0.277336,0.226757,0.421783,0.488903,0.857598,1.102838,2.100739,1.800978,0.642278,0.976757,2.312752,2.760295
"1600002D24Rik - Mus musculus",1917026,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600002H07Rik - Mus musculus",1919266,2.389051,2.799735,1.780552,1.455429,1.443373,1.279361,1.141104,1.177501,2.795941,3.250035,1.35068,1.640469,2.23867,2.926436
"1600002K03Rik - Mus musculus",1917020,3.026895,3.008363,1.758673,2.121594,7.133226,8.884161,4.372977,2.821065,2.160089,1.535427,3.98732,3.532326,4.922746,4.153855
"1600010M07Rik - Mus musculus",1917031,0.1,0.1,0.1,0.1,0.535388,1.969803,0.1,0.1,0.1,0.1,0.1,0.1,0.340277,0.1
"1600012F09Rik - Mus musculus",3648080,4.684664,4.465054,2.39394,2.431838,1.802427,1.569662,2.61669,2.143517,2.859412,3.647941,6.914566,3.05309,6.455984,4.398317
"1600012H06Rik - Mus musculus",1915162,13.19451,11.993841,6.336482,6.435359,4.594473,4.401869,8.36618,7.53408,9.290277,7.050568,8.49052,7.671769,8.818047,8.060677
"1600014C10Rik - Mus musculus",1919494,1.663593,1.277177,4.767132,4.589691,6.27774,9.928496,1.205214,1.160655,3.990716,3.372796,2.471775,3.139783,3.304477,3.032062
"1600014C23Rik - Mus musculus",1919490,1.525807,1.311879,0.1,0.1,0.1,0.1,0.1,0.156707,0.1,0.1,0.148006,0.1,0.582766,0.1
"1600014K23Rik - Mus musculus",3645145,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600015I10Rik - Mus musculus",1917011,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600016N20Rik - Mus musculus",1919250,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600019K03Rik - Mus musculus",1917018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600020E01Rik - Mus musculus",1919262,15.413073,16.112452,9.285266,10.297524,6.73874,5.263599,2.714693,5.013672,9.200722,7.690622,5.000981,5.693359,9.228362,9.95968
"1600021P15Rik - Mus musculus",1917028,4.13236,6.939165,2.260278,2.195924,0.577266,0.659892,2.840748,4.155981,9.440746,10.421766,12.179163,17.819887,23.630642,27.968472
"1600025M17Rik - Mus musculus",1919280,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600027N09Rik - Mus musculus",1920497,6.37069,5.461675,5.291715,5.757394,4.199408,3.459827,1.196225,1.811476,4.864232,4.377533,4.779434,5.526251,6.595524,5.435185
"1600029D21Rik - Mus musculus",1923759,0.1,0.1,0.1,0.1,0.255397,0.317863,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1600029I14Rik - Mus musculus",1917047,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.134988,0.1,0.1,0.1,0.1,0.1
"1600029O15Rik - Mus musculus",3045362,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.180053,1.173545,0.1,0.1,0.1,0.1
"1700001C02Rik - Mus musculus",1922684,0.1,0.359928,0.1,0.102492,0.1,0.1,0.1,0.1,0.1,0.110992,0.1,0.1,0.1,0.1
"1700001C19Rik - Mus musculus",1922712,0.1,0.1,1.181745,1.571778,0.780746,1.000674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700001F09Rik - Mus musculus",2682320,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700001G11Rik - Mus musculus",1916553,0.135747,0.184236,0.238387,0.1,0.1,0.1,0.174292,0.283473,0.239716,0.278739,0.25273,0.17186,0.299204,0.35703
"1700001G17Rik - Mus musculus",1914753,0.162708,0.156875,0.216929,0.402212,0.1,0.1,0.343403,0.124531,0.326333,0.4528,0.340729,0.1,0.58201,0.971434
"1700001J03Rik - Mus musculus",1916532,0.193216,0.410052,0.1,0.126545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"1700001J11Rik - Mus musculus",1919474,0.125956,0.281683,0.548618,0.475286,0.12395,0.1,0.1,0.1,0.1,0.272732,0.153816,0.289208,0.17585,0.100926
"1700001K19Rik - Mus musculus",1913573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.203428,0.1,0.1,0.1,0.1
"1700001K23Rik - Mus musculus",1916569,0.1,0.1,0.186308,0.137243,0.390257,0.369021,0.1,0.1,1.540871,0.892776,0.1,0.1,0.1,0.14756
"1700001L05Rik - Mus musculus",1916541,0.1,0.1,0.1,0.1,0.543237,0.941856,0.1,0.1,0.418886,0.652068,0.1,0.1,0.103811,0.187381
"1700001L19Rik - Mus musculus",1916565,0.1,0.323697,0.135702,0.1,0.139661,0.115,0.1,0.280316,1.810438,1.235404,0.1,0.1,0.285265,0.739082
"1700001O22Rik - Mus musculus",1923631,2.183253,2.098951,0.564052,0.994097,0.367642,0.185662,0.272196,1.134204,0.823522,0.551965,0.956888,0.582595,2.374664,4.262913
"1700001P01Rik - Mus musculus",1919465,0.1,0.1,0.377294,0.309754,0.1,0.1,2.765145,3.602423,0.1,0.273498,3.182641,3.117552,0.1,0.167085
"1700003E16Rik - Mus musculus",1919087,0.118458,0.65241,0.1,0.1,1.352833,2.031082,0.620993,1.698027,2.290624,2.5357,0.331656,0.390033,0.480904,1.887211
