gene_id,id,astrocytes_1,astrocytes_2,endothelial_1,endothelial_2,microglia_macrophage_1,microglia_macrophage_2,myelinating_oligodendrocyte_1,myelinating_oligodendrocyte_2,neurons_1,neurons_2,newly_formed_oligodendrocyte_1,newly_formed_oligodendrocyte_2,opc_1,opc_2
"Nbl1 - Mus musculus",104591,5.085958,7.566202,11.114806,15.756314,17.912884,21.286332,0.661995,2.460495,4.45117,2.181489,2.262384,3.996801,13.20953,23.373978
"Nbn - Mus musculus",1351625,8.256575,7.930449,6.602317,7.616776,2.717584,2.460404,1.469918,1.037595,1.770022,5.348796,3.511379,2.234727,6.237904,4.985651
"Nbr1 - Mus musculus",108498,25.556043,25.439471,24.083867,22.658049,11.724603,8.940385,20.036827,23.119504,14.288726,29.979945,42.185054,38.59385,40.281192,38.075711
"Ncald - Mus musculus",1196326,7.248182,10.508372,2.491903,2.837259,2.10057,2.78065,5.562813,11.696193,26.3664,23.567879,39.758812,62.920232,147.938174,232.283037
"Ncam1 - Mus musculus",97281,191.4618,141.151539,0.41368,0.363339,1.165727,1.539593,72.769519,76.931365,66.243739,64.671595,201.355095,184.931201,130.540742,89.004887
"Ncam2 - Mus musculus",97282,10.275529,9.206214,0.1,0.1,0.1,0.1,4.03151,5.252931,9.513486,8.739901,30.976393,10.236413,23.226249,8.886967
"Ncan - Mus musculus",104694,235.263124,325.029727,0.783944,0.878124,1.446267,1.638692,1.100758,4.631721,32.741332,33.879595,7.184147,7.340829,50.404979,43.167505
"Ncapd2 - Mus musculus",1915548,7.107195,7.467806,3.465806,3.33234,2.428981,1.13562,0.598853,0.839683,3.308874,4.181868,1.816918,1.865146,10.885927,11.829058
"Ncapd3 - Mus musculus",2142989,8.806063,7.80345,4.170059,4.232614,1.638229,0.982112,1.353027,1.949533,1.784841,3.761753,4.897672,3.100708,6.689457,3.517911
"Ncapg - Mus musculus",1930197,1.993384,3.167305,1.884252,1.954414,0.105785,0.1,0.492443,0.350291,0.544916,0.763447,2.592449,0.866382,4.368056,1.84302
"Ncapg2 - Mus musculus",1923294,2.193868,3.00665,1.305725,1.36751,0.350386,0.19534,0.288408,0.406667,1.326975,1.763209,1.577382,0.401525,5.325929,2.183496
"Ncaph - Mus musculus",2444777,2.252488,3.864552,30.318177,29.487702,9.098864,5.684657,0.36499,0.405338,1.3751,1.114335,0.755258,0.79286,5.235716,4.608259
"Ncaph2 - Mus musculus",1289164,7.668203,8.571366,18.389956,21.9418,15.379854,19.496264,8.756782,9.955325,10.646674,10.94938,7.985232,11.209405,11.136214,19.201692
"Ncbp1 - Mus musculus",2140419,14.422437,13.053485,21.958417,22.116304,13.471537,13.146664,12.998844,13.412406,7.95703,15.525435,18.749183,21.980493,18.060462,24.399113
"Ncbp2 - Mus musculus",1915342,7.721529,8.709497,10.150095,13.252157,5.848948,4.182351,16.523496,17.240836,13.257094,14.175617,28.013442,23.603712,20.359522,18.71387
"Nccrp1 - Mus musculus",2685009,0.1,0.1,0.1,0.1,0.706892,0.516903,0.1,0.1,0.156611,0.272066,0.233268,0.453259,0.50636,0.946623
"Ncdn - Mus musculus",1347351,6.919988,7.356025,4.989286,4.211704,18.834626,30.941611,34.240123,50.892732,88.340731,78.419614,46.923802,66.403523,22.881383,46.814503
"Nceh1 - Mus musculus",2443191,2.139846,2.414691,8.760215,8.907625,2.786342,2.471872,3.83764,4.720176,5.038456,4.03792,7.415225,5.336762,17.030952,17.208915
"Ncf1 - Mus musculus",97283,0.369245,0.200654,0.771343,0.836784,405.984432,397.390489,0.705868,1.064911,0.11254,0.17063,0.387335,0.475691,8.459202,4.278412
"Ncf2 - Mus musculus",97284,0.1,0.1,0.459603,0.691748,52.428622,53.086224,0.535995,0.68151,0.1,0.191819,0.16825,0.237276,2.464504,1.389133
"Ncf4 - Mus musculus",109186,0.114214,0.1,0.117549,0.1,60.887924,73.238827,0.202207,0.364182,0.1,0.1,0.1,0.253868,2.591553,1.336171
"Nck1 - Mus musculus",109601,8.164119,9.312734,26.017407,27.484498,5.393935,2.85201,1.202112,1.364421,3.864462,4.965752,3.106829,1.36782,6.704792,4.177743
"Nck2 - Mus musculus",3643254,1.371494,2.774677,9.872406,10.304094,0.218479,0.403371,2.426728,2.852859,10.725444,9.086791,2.342294,1.848663,6.025057,6.073837
"Nckap1 - Mus musculus",1355333,54.808674,47.222611,68.422017,66.465628,0.902488,0.859709,10.817533,15.84333,29.965536,49.380643,63.401526,59.609648,79.412433,68.715468
"Nckap1l - Mus musculus",1926063,0.312695,0.184689,0.145129,0.1,245.543224,235.455218,1.389778,2.67822,0.20104,0.692367,0.799217,0.879617,17.968307,7.774367
"Nckap5 - Mus musculus",2686394,13.754431,13.220272,0.388002,0.248032,0.1,0.1,0.777448,1.13806,0.456802,1.300081,6.621897,4.201972,5.623076,3.69005
"Nckap5l - Mus musculus",3609653,4.913589,4.193797,17.960453,15.881233,29.959319,32.089773,1.227953,1.78587,8.562468,8.760484,3.519112,6.429809,6.110982,5.883867
"Nckipsd - Mus musculus",1931834,7.030389,6.057298,3.212082,3.740421,7.488804,9.977433,3.456564,3.251072,6.365624,7.195947,4.168459,4.348333,4.708733,5.45496
"Ncl - Mus musculus",97286,18.036117,18.369309,36.977211,35.025654,16.752785,6.79717,10.009789,9.756199,13.941642,40.033815,23.3144,13.826116,33.077966,19.583637
"Ncln - Mus musculus",1926081,31.949623,27.436796,19.855549,21.151232,42.587645,61.366756,28.145594,31.488566,17.128759,18.084438,31.273357,42.808389,21.878623,32.388223
"Ncoa1 - Mus musculus",1276523,15.552135,14.254984,8.961396,8.12155,1.462303,1.000272,0.786832,1.52657,12.66551,22.525209,4.960579,6.325436,12.961941,11.969585
"Ncoa2 - Mus musculus",1276533,7.488288,8.454605,5.559499,5.036888,2.447147,1.854927,2.792561,3.363123,8.383864,16.631651,8.510443,6.780345,10.201138,7.356633
"Ncoa3 - Mus musculus",1276535,5.157792,4.594566,3.86871,3.733255,21.992717,16.891424,3.992954,6.180754,3.550586,4.714621,7.219759,6.192805,8.273634,5.897775
"Ncoa4 - Mus musculus",3648259,3.463888,2.853581,7.682573,8.626939,2.865439,2.493328,2.944846,3.086248,1.039301,3.395268,5.42845,5.599398,7.667857,8.686447
"Ncoa5 - Mus musculus",2385165,12.302805,11.37448,5.624133,5.910185,7.488918,9.356686,2.70627,3.833786,19.338077,16.42103,5.8484,9.603791,11.026839,13.858461
"Ncoa6 - Mus musculus",1929915,13.828013,12.585473,3.915677,3.838367,2.749779,1.734097,2.154905,3.010168,6.376616,12.296949,9.185228,6.425212,10.865749,6.702548
"Ncoa7 - Mus musculus",2444847,2.294298,2.470695,6.965317,7.576735,0.627691,0.386291,0.340559,0.695075,8.737328,10.310012,1.734361,0.867539,4.34394,2.206658
"Ncor1 - Mus musculus",1349717,16.373603,17.20156,12.259362,11.386759,4.620268,3.604166,1.900212,2.943562,6.443495,15.946223,9.916423,6.842774,15.984399,9.903229
"Ncor2 - Mus musculus",1337080,15.363208,16.039842,5.330959,4.734097,17.64391,17.370237,12.920631,16.592389,23.692771,32.179072,36.666222,39.446064,11.732379,12.742641
"Ncr1 - Mus musculus",1336212,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Ncrna00085 - Mus musculus",1922452,3.068452,2.430155,0.1,0.141982,0.1,0.1,0.117321,0.355787,0.793521,1.10516,0.117276,0.18805,0.349559,0.327374
"Ncrna00086 - Mus musculus",2443645,0.1,0.306684,0.1,0.1,1.220697,1.809277,0.1,0.23701,2.768734,1.7106,0.552783,0.1,0.980726,1.501871
"Ncs1 - Mus musculus",109166,14.995257,12.600259,0.351082,0.280149,8.375794,10.951634,16.431877,27.064187,28.662134,24.577157,4.339663,5.5418,2.825919,7.99853
"Ncstn - Mus musculus",1891700,31.766401,26.64716,33.636142,32.69452,47.487784,56.847958,19.779927,20.37387,22.136006,20.684005,20.037126,25.201304,27.06866,32.487308
"Nctc1 - Mus musculus",1306816,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Ndc80 - Mus musculus",1914302,0.841383,1.714377,2.679247,2.665002,0.231504,0.1,0.1,0.1,0.135351,0.365365,0.288014,0.168215,2.877757,1.954888
"Nde1 - Mus musculus",1914453,29.235403,24.907564,13.641522,14.382116,11.257155,9.860988,31.338636,32.855927,1.034827,3.121469,30.911738,28.863654,14.51538,13.093041
"Ndel1 - Mus musculus",1932915,21.502514,25.978811,37.797748,36.907792,64.594871,51.054976,6.142562,7.560199,39.140884,37.660873,14.03483,13.343836,15.854819,18.041815
"Ndfip1 - Mus musculus",1929601,71.528911,87.095253,209.338639,224.302791,74.305734,73.0142,123.524831,136.445552,359.564653,308.856657,324.692451,323.484049,229.400181,274.907917
"Ndfip2 - Mus musculus",1923523,20.153859,20.414408,52.221758,53.843012,22.321021,18.988973,29.865971,34.85284,43.800258,39.977931,41.546129,35.106242,39.343978,36.023865
"Ndn - Mus musculus",97290,18.328919,27.440764,7.618599,7.632862,2.436581,3.676621,44.084696,49.521622,300.628206,259.649616,47.38873,75.611724,61.438409,114.82054
"Ndnl2 - Mus musculus",1913897,7.362796,7.656393,11.12102,11.291173,7.160705,7.70378,13.210045,13.040534,15.762833,15.963226,15.498022,11.915359,8.028401,8.197623
"Ndor1 - Mus musculus",1926047,7.425034,6.271566,2.13859,2.559808,3.404261,3.739546,3.578239,4.688476,4.227842,4.977355,8.395069,7.551056,4.998835,4.182828
"Ndp - Mus musculus",102570,20.159558,13.279661,0.100071,0.141916,0.497157,0.300625,1.66197,2.554028,0.954783,1.043843,1.513914,1.399326,8.744351,8.475795
"Ndrg1 - Mus musculus",1341799,0.476637,1.087166,12.677121,12.586757,1.594208,3.639284,287.858827,224.140561,9.764462,8.934769,60.533776,40.72041,1.020764,0.878971
"Ndrg2 - Mus musculus",1352498,437.568268,361.323083,4.675443,4.802711,21.11911,21.156772,29.496521,45.983869,29.174643,43.388527,31.323471,35.978221,198.83912,136.393976
"Ndrg3 - Mus musculus",1352499,20.660993,17.777306,15.440386,14.741782,24.16934,27.177701,27.971816,35.97905,56.039751,83.066098,29.592238,40.623718,52.132119,73.446935
"Ndrg4 - Mus musculus",2384590,5.976317,5.575774,2.549795,2.262225,7.642442,9.803583,4.617581,17.72447,298.36677,276.540714,4.775543,6.512873,18.616676,26.727108
"Ndst1 - Mus musculus",104719,13.088099,13.868336,13.376736,12.006844,3.318238,4.149221,13.353046,17.36409,23.308811,21.158981,19.545218,25.131162,13.103977,18.849179
"Ndst2 - Mus musculus",97040,8.651133,7.742161,3.440499,3.461739,16.531587,17.278096,1.422647,1.297807,3.825694,3.338192,3.165093,3.261739,5.542094,5.187045
"Ndst3 - Mus musculus",1932544,0.124949,0.398214,0.484127,0.748738,0.1,0.1,0.1,0.1,3.021649,5.582178,0.1,0.1,0.157287,0.1
"Ndst4 - Mus musculus",1932545,0.1,0.1,0.1,0.1,0.1,0.1,0.151016,0.222101,3.646743,5.496959,0.173648,0.128228,0.132871,0.153607
"Ndufa1 - Mus musculus",1929511,20.766625,22.595533,81.32181,101.448336,34.392952,34.598368,41.256001,52.514222,44.790005,54.132921,43.907948,48.587813,50.129293,69.019093
"Ndufa10 - Mus musculus",1914523,23.29748,19.951112,40.301738,43.460501,29.285235,31.350488,39.502272,38.850858,22.598602,40.944696,33.516504,47.587709,31.79783,56.863348
"Ndufa11 - Mus musculus",1917125,5.645734,5.096363,13.573185,15.380977,6.476373,8.579953,10.770084,11.854977,12.108926,11.858736,8.631921,12.902549,8.486843,13.64266
"Ndufa12 - Mus musculus",1913664,9.872445,7.81843,10.392928,13.382273,9.339189,11.786233,15.62273,16.001652,12.034398,14.624805,13.90587,19.727451,10.927238,16.843152
"Ndufa13 - Mus musculus",1914434,18.437059,16.901559,36.906928,47.084398,30.4241,41.964786,43.300795,47.596727,32.497367,32.557779,29.238875,47.417911,36.698961,54.05921
"Ndufa2 - Mus musculus",1343103,38.771183,36.188713,104.749335,129.064981,67.616509,92.381138,93.482137,88.363861,53.367196,56.107727,65.742223,73.113828,58.135616,83.542645
"Ndufa3 - Mus musculus",1913341,46.256008,47.100695,105.353601,128.233913,79.634103,121.718823,222.800681,215.602952,65.048622,56.118447,139.715463,170.058673,85.274933,129.933654
"Ndufa4 - Mus musculus",107686,79.919665,70.886596,229.731562,259.251365,64.723606,64.546884,107.261372,125.710498,171.934486,162.644018,140.525629,146.203781,158.18876,194.470974
"Ndufa4l2 - Mus musculus",3039567,0.667208,0.649343,16.191987,25.279328,0.1,1.679478,0.1,0.233002,0.911934,0.592577,0.1,0.1,0.955134,2.271282
"Ndufa5 - Mus musculus",1915452,17.32595,16.130293,26.691964,34.785195,10.436335,11.657779,25.940188,29.507239,36.113502,37.878324,28.450672,27.966381,36.924294,40.209903
"Ndufa6 - Mus musculus",1914380,41.234885,29.248196,128.947552,152.968934,70.618086,86.276675,87.173031,72.566093,59.283808,61.805783,48.645016,59.122425,51.606043,56.989404
"Ndufa7 - Mus musculus",1913666,35.871286,34.807509,88.758981,104.963888,63.506168,84.885809,91.208301,92.074737,51.335218,55.448961,59.773843,97.434091,51.835654,88.184234
"Ndufa8 - Mus musculus",1915625,19.588827,16.826642,57.365979,70.066659,29.036035,36.011311,62.577251,63.39121,35.909534,38.93372,45.856475,67.8238,39.121552,61.085728
"Ndufa9 - Mus musculus",1913358,31.078185,25.446294,52.206242,61.750929,39.260188,42.567142,32.96624,40.778015,44.204323,40.153487,44.923705,65.345325,51.361379,75.627628
"Ndufab1 - Mus musculus",1917566,4.115393,3.422889,3.411142,4.202208,3.504291,4.711752,4.521016,4.535183,4.312977,4.974718,3.513813,4.126367,3.549782,6.505991
"Ndufaf1 - Mus musculus",1916952,7.225528,7.119183,1.933636,2.214679,2.32027,1.654721,2.973513,3.553158,4.678524,4.014755,4.43485,3.880948,6.551201,6.909565
"Ndufaf2 - Mus musculus",1922847,7.667981,7.130659,9.911374,10.427226,3.95357,2.385571,20.44857,20.953236,14.077361,11.257094,28.302325,21.602011,16.807849,22.97033
"Ndufaf3 - Mus musculus",1913956,4.133539,4.683873,8.386629,9.357953,9.235123,12.36866,9.855366,10.443635,9.69975,11.329271,7.659705,10.11199,7.656206,11.46644
"Ndufaf4 - Mus musculus",1915743,6.578209,5.815244,2.693799,3.392781,1.358441,0.630358,0.641723,0.982371,2.802495,2.807301,2.869428,1.719722,5.147433,2.926217
"Ndufb10 - Mus musculus",1915592,34.445331,28.757774,61.627935,77.71561,39.801786,51.102068,63.949118,65.111575,57.383527,67.678368,48.283451,60.386637,54.250916,80.370056
"Ndufb11 - Mus musculus",1349919,25.75578,21.408125,89.260557,109.987842,34.477969,51.289963,59.223179,58.452536,31.069867,33.044038,36.862737,55.726792,38.27632,62.608042
"Ndufb2 - Mus musculus",1915448,32.056534,27.130876,99.607163,140.392885,26.475825,47.720145,59.608171,69.57997,81.030145,80.598274,56.553302,64.066941,53.389318,77.506728
"Ndufb3 - Mus musculus",3781371,22.758858,20.771047,54.780579,64.97636,27.373364,23.569658,43.515703,43.020447,51.962434,52.94125,45.610725,39.471562,44.854991,48.289895
"Ndufb4 - Mus musculus",3782046,8.98419,4.440735,16.126592,23.155308,9.671534,14.480064,17.387929,16.428617,10.617853,10.12192,9.408913,16.085064,13.197844,22.163159
"Ndufb5 - Mus musculus",1913296,28.783651,25.227483,65.782092,78.290961,33.055313,35.216354,49.065251,49.231362,44.711763,42.544328,41.455379,57.205667,46.070316,59.964706
"Ndufb6 - Mus musculus",2684983,32.489011,35.060293,72.128457,92.434262,23.583777,27.590747,48.905351,55.721511,68.264118,62.581485,51.720622,69.892865,44.120541,73.161009
"Ndufb7 - Mus musculus",1914166,24.969531,21.922789,64.442663,78.708341,57.216539,80.343608,56.966666,61.317357,44.245979,46.029375,51.422071,77.628471,54.978895,84.64556
"Ndufb8 - Mus musculus",1914514,33.865409,26.79692,101.388826,122.038568,72.203479,87.100791,116.104019,128.915425,75.976332,73.755606,75.992904,125.272474,73.449965,125.264526
"Ndufb9 - Mus musculus",1913468,49.511627,43.122835,83.699153,106.444127,53.241061,67.577648,182.365531,190.902659,65.29224,74.961868,100.112881,148.163128,82.977677,125.886188
"Ndufc1 - Mus musculus",1913627,13.709758,9.013854,21.780248,32.329262,15.161713,14.275414,24.61801,28.771844,19.18024,21.845214,18.688278,23.62426,21.338071,21.708743
"Ndufc2 - Mus musculus",1344370,49.135958,45.322761,110.557981,132.348456,49.047278,56.148157,84.824357,81.446579,81.53979,73.051682,62.743599,82.835341,67.175552,93.133306
"Ndufs1 - Mus musculus",2443241,36.304023,27.205956,19.534054,21.031648,8.161414,6.894566,15.528664,19.105458,16.076422,28.454631,36.422875,30.43876,29.812953,25.364822
"Ndufs2 - Mus musculus",2385112,47.943131,39.735101,78.895175,89.704574,59.160379,76.332432,96.752944,104.042146,56.973384,56.215879,78.826547,117.038871,59.057787,91.57978
"Ndufs3 - Mus musculus",1915599,8.887444,7.017376,10.391906,12.229661,7.308697,8.612291,4.633004,7.891937,8.684813,10.404109,6.238986,9.674868,9.814787,13.888655
"Ndufs4 - Mus musculus",1343135,14.972196,13.123011,45.503679,52.435834,15.617957,16.338067,21.313271,24.031776,25.550975,24.732584,20.214566,23.362098,25.70545,35.989604
"Ndufs5 - Mus musculus",1890889,0.959221,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.085308,0.1
"Ndufs6 - Mus musculus",3648526,15.316682,13.580633,32.456611,39.592574,13.97235,19.019575,30.296348,33.604736,18.010147,19.529043,26.339578,30.873741,22.065294,36.12447
"Ndufs7 - Mus musculus",1922656,32.970094,29.427182,40.064306,48.729293,37.007249,56.441529,55.42534,55.732862,44.83464,43.820946,38.681345,55.983986,44.300902,64.692166
"Ndufs8 - Mus musculus",2385079,21.267422,20.638811,75.856944,89.058379,70.01365,82.608342,45.377,47.31038,25.364614,30.391003,35.213817,56.992222,37.192403,67.809557
"Ndufv1 - Mus musculus",107851,27.79161,26.804046,76.529949,86.650805,31.492736,43.928666,47.519666,50.699589,42.365475,47.272611,35.297178,49.126214,36.69574,64.443907
"Ndufv2 - Mus musculus",1920150,24.9802,20.363449,45.415214,52.85307,17.188385,16.027383,38.479759,38.131885,38.449672,36.449654,35.81338,50.95183,41.854269,63.447915
"Ndufv3 - Mus musculus",1890894,25.19409,21.017391,52.619534,65.63741,44.748592,57.896578,72.319557,76.187672,56.556333,60.811491,56.541463,82.665176,32.918996,55.817296
"Neat1 - Mus musculus",1914211,23.676651,24.933363,1.590597,2.254429,55.166052,10.327427,0.524108,1.0516,2.375028,2.87211,4.105658,1.8065,6.429142,1.462156
"Neb - Mus musculus",97292,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.123262,0.486792,0.1,0.1,0.1,0.1
"Nebl - Mus musculus",1921353,12.031566,11.662577,16.032948,14.331291,0.1,0.1,0.399303,0.583985,1.591996,1.715662,5.338287,1.676827,10.061126,5.305084
"Necab1 - Mus musculus",1916602,0.1,0.358293,0.220145,0.176726,0.1,0.125491,0.101062,0.453304,9.025769,13.876814,0.211241,0.1,1.471685,1.081879
"Necab2 - Mus musculus",2152211,0.608767,0.951545,0.307326,0.203528,0.668434,1.231937,1.562454,2.533091,17.763302,10.108986,9.723937,17.896971,17.382739,31.063951
"Necab3 - Mus musculus",1861721,3.763501,3.480549,0.190654,0.207718,2.651779,4.022698,1.049988,2.954769,4.90264,3.334235,0.28858,0.24579,0.862536,1.803671
"Necap1 - Mus musculus",1914852,17.026478,18.179361,10.641795,11.357214,11.50156,7.748834,5.641919,11.23295,46.599436,50.842697,18.562472,28.145741,25.211351,31.779303
"Necap2 - Mus musculus",1913397,19.150438,18.035437,53.924733,61.277887,89.735006,104.648598,38.772721,37.281627,7.621512,9.174997,21.571903,27.262048,14.918112,14.893602
"Nedd1 - Mus musculus",97293,5.231056,5.196215,4.672114,4.666679,0.896745,0.762929,1.131066,1.151709,0.62086,0.673644,2.841086,1.196136,3.858085,2.63309
"Nedd4 - Mus musculus",97297,101.809233,114.75973,139.704882,137.14171,1.195422,1.386002,29.719793,35.473372,66.10908,103.334662,85.387145,61.593923,90.177014,75.380717
"Nedd4l - Mus musculus",1933754,9.291587,8.121827,3.642954,3.7584,2.628994,2.500504,1.748246,2.278764,9.268101,9.073122,2.852162,3.295517,2.063928,1.778226
"Nedd8 - Mus musculus",97301,28.93434,35.374992,94.668715,115.90353,76.505406,78.096375,67.601683,58.852096,81.992241,70.15761,62.346733,76.570243,63.005216,87.813649
"Nedd9 - Mus musculus",97302,23.719304,34.25525,24.254256,23.825758,0.96678,0.84097,0.178149,0.321527,3.701096,5.069104,0.789613,1.298668,4.439591,5.34129
"Nefh - Mus musculus",97309,0.1,0.1,0.1,0.1,0.155923,0.306336,0.114482,0.548734,1.128448,1.606996,0.1,0.1,0.17198,0.448247
"Nefl - Mus musculus",97313,0.168108,0.252776,0.904112,0.62888,2.407669,2.89669,1.809738,4.956609,9.113703,3.496541,0.654361,0.841484,1.970144,5.697895
"Nefm - Mus musculus",97314,0.199688,0.22264,0.273692,0.123797,0.660525,0.477151,0.363042,1.137872,1.857147,1.348424,0.520658,0.457792,2.738309,1.780014
"Negr1 - Mus musculus",2444846,8.182347,7.892355,0.454511,0.46034,0.208555,0.122857,1.819668,2.841845,42.201859,35.160174,6.483919,4.557204,16.440089,10.726761
"Neil1 - Mus musculus",1920024,4.912656,4.004902,3.576446,3.417051,2.150731,2.830594,3.001791,2.575914,2.689424,2.114552,3.526699,2.846435,3.250577,5.301477
"Neil2 - Mus musculus",2686058,0.228181,0.412014,0.1,0.1,0.115668,0.1,0.1,0.102961,0.456768,0.603789,0.224617,0.182667,0.377615,0.296829
"Neil3 - Mus musculus",2384588,1.91398,3.213916,1.456652,1.629713,0.1,0.1,0.1,0.1,0.461609,0.138157,0.248842,0.195646,3.086868,1.315883
"Nek1 - Mus musculus",97303,6.271511,5.623078,2.427577,2.442193,0.346609,0.188793,0.11945,0.416793,4.24635,9.046933,2.502858,0.895013,4.934169,2.274349
"Nek10 - Mus musculus",2685128,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.163253,0.108045,0.1,0.1,0.1,0.1
"Nek11 - Mus musculus",2442276,0.208941,0.360948,0.1,0.1,0.1,0.1,0.1,0.1,0.201072,0.330875,0.1,0.1,0.1,0.1
"Nek2 - Mus musculus",109359,0.702661,2.524595,1.617001,1.394343,0.677516,0.189701,0.1,0.1,0.878952,1.224455,0.364947,0.360221,2.63517,2.657465
"Nek3 - Mus musculus",1344371,0.992054,1.365104,1.586684,1.541931,1.747741,1.561423,1.97321,2.096054,0.914169,1.781561,3.736341,4.133711,2.141618,2.606926
"Nek4 - Mus musculus",1344404,3.382419,3.858403,1.07651,1.277507,0.609789,0.677735,1.517395,1.647884,2.507212,3.066173,2.525919,2.043001,3.79437,3.349386
"Nek5 - Mus musculus",2142824,0.1,0.425699,0.1,0.103993,0.1,0.1,0.1,0.1,0.1,0.1,0.209268,0.161948,0.1,0.1
"Nek6 - Mus musculus",1891638,12.076825,14.08438,12.90497,12.9104,54.623795,49.874938,0.601096,1.063507,5.57713,8.106502,1.21601,1.809864,10.677129,11.669812
"Nek7 - Mus musculus",1890645,9.404125,9.60721,18.07586,20.357197,18.709616,10.418202,8.034629,7.373416,1.994841,1.853151,11.02253,6.015316,14.608843,9.895281
"Nek8 - Mus musculus",1890646,10.146455,8.673819,2.310283,2.187601,0.456425,0.447696,0.749521,0.709697,1.138018,1.135417,1.368028,1.478554,2.525622,2.460626
"Nek9 - Mus musculus",2387995,14.596716,15.991531,17.164841,17.032525,17.640771,14.822438,7.698217,10.099895,9.277195,11.745655,14.68868,17.132049,16.484563,18.177059
"Nelf - Mus musculus",1861755,84.587806,70.221807,51.938565,55.340743,34.291301,49.013424,32.401953,70.778364,63.803217,64.176261,32.471805,43.849892,42.790912,77.012864
"Nell1 - Mus musculus",2443902,0.1,0.1,0.206101,0.234738,0.1,0.116676,0.1,0.509676,20.510087,16.285954,0.1,0.124118,0.241815,0.34082
"Nell2 - Mus musculus",1858510,0.886525,1.873302,0.742107,0.499981,1.407341,2.085669,1.595553,5.991002,34.361133,29.916142,10.204832,12.207529,48.340452,67.31789
"Nenf - Mus musculus",1913458,9.057847,11.572826,38.333712,43.556952,16.575687,24.639124,34.597624,35.280143,34.307051,35.971751,27.329618,41.031846,33.143106,53.422518
"Neo1 - Mus musculus",1097159,39.750495,38.77873,7.41784,6.96875,1.485182,1.283115,26.064289,33.494803,23.254399,28.039081,85.137782,77.799304,39.438502,36.858493
"Nepn - Mus musculus",1913900,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Nes - Mus musculus",101784,7.658552,14.921605,45.067149,42.089233,3.341255,1.267797,0.1,0.1,0.916259,1.266495,0.235854,0.150149,2.152519,1.852591
"Nespas - Mus musculus",1861674,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.228192,0.254762,0.1,0.108106,0.1,0.145031
"Net1 - Mus musculus",3647409,1.274009,1.900112,30.262382,30.658112,0.247781,0.217626,0.185106,0.333543,2.850069,2.921963,0.447141,0.436145,1.178138,0.79785
"Neto1 - Mus musculus",2180216,0.104557,0.1,0.1531,0.119763,0.178785,0.116008,0.147902,0.629664,15.850287,12.689456,5.106631,3.124743,20.180759,12.638437
"Neto2 - Mus musculus",1921763,5.004313,7.485603,0.662256,0.51076,0.1,0.190113,1.185393,1.24736,13.496226,12.360877,7.937812,4.661797,27.114738,17.795687
"Neu1 - Mus musculus",97305,8.933893,8.206978,7.621782,9.310315,57.105172,60.528099,4.905367,5.778702,8.592896,7.604071,8.805652,10.769316,9.029464,11.479717
"Neu2 - Mus musculus",1344417,0.12739,0.144947,0.1,0.1,0.2539,0.176718,0.1,0.114165,0.104993,0.1,0.1,0.1,0.1,0.155614
"Neu3 - Mus musculus",1355305,0.757897,0.522602,0.48535,0.531646,0.207452,0.224899,0.112959,0.103016,0.868255,0.801265,0.296206,0.187738,0.278157,0.1
"Neu4 - Mus musculus",2661364,0.1,0.1,0.1,0.1,0.217282,0.250689,2.974756,6.626606,0.245385,0.653152,79.536046,105.956262,92.123532,107.4148
"Neurl1a - Mus musculus",1334263,0.142428,0.196887,0.708609,0.857967,39.436914,65.747274,1.75204,8.836471,9.684833,7.679193,1.367778,2.933321,7.696355,15.972528
"Neurl1b - Mus musculus",3643092,0.77033,0.954645,0.1,0.1,0.88781,1.016994,0.197278,1.601556,2.899199,1.800943,0.182687,0.297459,2.301315,2.69106
"Neurl2 - Mus musculus",3043305,1.296371,1.709259,8.643059,8.710743,5.36808,7.656183,0.450658,0.589074,1.784022,2.569792,0.641749,0.747598,1.321921,2.131218
"Neurl3 - Mus musculus",2429944,0.1,0.1,3.248282,3.205079,40.882269,39.578108,0.1,0.1,0.17403,0.1,0.1,0.1,1.134593,0.799873
"Neurl4 - Mus musculus",1921092,11.135655,9.722885,5.045491,5.292093,8.09473,11.786519,10.51475,10.965084,19.632629,16.974197,11.119267,13.216063,10.511223,12.585745
"Neurod1 - Mus musculus",893590,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.227097,3.619829,0.1,0.1,0.1,0.153834
"Neurod2 - Mus musculus",107755,0.1,0.131705,0.1,0.112274,0.619621,0.99806,0.176272,0.688956,7.296337,6.054517,0.1,0.1,0.281267,0.591052
"Neurod4 - Mus musculus",108055,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.199889,0.1,0.1,0.1,0.1
